,0,predicted
597,RT @SukunaBikona7: 死亡した呼吸器症状のあるlong COVID患者12例、急性期COVID-19患者4例、肺疾患のない患者2例、間質性肺炎患者2例の肺を調べたところ、long COVID患者で最長感染359日後においてウイルスの存在を示す所見(S蛋白陽性とI…,0
598,"RT @enterocoliticas: Mor, esa gripa fuerte que tienes se llama covid, pero vamos a fingir que es gripita para el bien de todos, ¿bueno?",0
599,Covid celebrate my birthday 🦠,0
600,Being pregnant and having Levi with Covid. Is just the worst. 🥺,-1
601,"In August, 58% Of COVID Deaths Were “Vaccinated” With mRNA Shots https://t.co/PL3ygYy9ir",0
602,RT @wallstwolverine: La Policía china obliga a una mujer a hacerse un test COVID anal. https://t.co/Nvzj8iTsIY,0
603,"RT @fengyunshe: 美国支持中共国民众和平抗议的权利
示威活动蔓延到海外之际，白宫周一表示，美国总统拜登正在密切关注中国的抗议活动，柯比强调美国支持示威者的权利，人们应该被允许集会，并具有就反对的政策或法律进行和平抗议的权利。https://t.co/MFjQoZU…",0
604,"@CDCDirector I hope it won’t take another 50 years to start honoring the people you’re f*cking up now with the Covid vaccines. 

💉👀💉",-1
605,"RT @Resist_05: Imagine if they just relabeled the flu..?

Years.              Flu cases.     Covid cases
2018.               45 million…",0
606,RT @drajm: I can forgive politicians who dont understand the reality of long covid because they have been continuously misled by their advi…,-1
607,"RT @patriot_hammer: Hat tip @RQPoliticalBlog 

We lied about Covid. We lied about lockdowns. We lied about masks. We lied about the shots.…",-1
608,"RT @kylenabecker: @BillClinton The Experts™ told us all if you got the ""vaccine"" then you can't get infected and you can't transmit the vir…",0
609,"China signals possible relaxing of strict zero-tolerance Covid policy, after nationwide protests calling for an end to lockdowns and greater political freedom

https://t.co/DIUZgJFKk3 https://t.co/Atf9MA048w",0
610,"RT @Buenrolloreturn: La inmensa mayoría de gente que muere por covid está vacunad, pero eso no debe preocuparte.

(Sobre todo si no te has…",0
611,"@ThatmattersNews it's only a matter of time before ""trans-covid"" is here.....",0
612,RT @HeartofColorado: Let’s deal with some reality here. The military has scores of vaccines at the time of enlistment. All the ones that mo…,0
613,"@canmericanized their buzzword ""antivaxxer"" is a propaganda tool. none of those ppl are against vaccines, bc historically they are life savers. what they are against is mRNA injections that have nothing to do with vaccinating against COVID. the covid ""vaccines"" are a scam and outright fraud.",-1
614,RT @RobertKennedyJr: Twitter is “no longer enforcing the COVID-19 misleading information policy” + it will “soon” reveal internal files on…,-1
615,"RT @ReformasLATAM: 📢 #BlogObservatorioReformas
 
¿De qué manera la COVID-19 transformó los procesos democráticos en América Latina? Lee “De…",0
616,"RT @Mex_Libertario: Ha dolido más quedar fuera de #Qatar2022 que los millones de nuevos pobres creados por @lopezobrador_, los niños muerto…",0
617,"RT @AlbertaLeonidas: Chinese allowed to protest covid lockdowns, canadians not allowed

Ukrainians allowed to have machine guns, canadians…",-1
618,@saltyoldRN @PeterSweden7 @Samsmit64727750 It didn't outweigh the benefits for my 60 year old colleague who caught covid and died 4 days later.,-1
619,"RT @jhmdrei: インド政府：
ワクチンの傷害に
補償は出しません。
.
接種後死亡した２人の両親の訴訟。「ワクチン接種は任意のため、接種後の副作用について政府は責任を負えない」と最高裁に述べた。１４億人の民を、相手にできないってことかな😔
https://t.co/7…",0
620,"RT @CynthiaHarless1: My beloved aunt died at 1:33 a.m. this morning.
She died needlessly of covid-19 given to her by an unmasked healthcare…",-1
621,@johnrich 90% of all severe Covid cases requiring hospitalization are UNVACCINATED. It is irresponsible &amp; Un- Christian to walk around unvaccinated potentially spreading &amp; killing your fellow man. God Bless this Boobocracy!,-1
622,"RT @JefferysSteven: @glen_mcgregor Glenn, being a journalist I figured that you would inform yourself prior to posting this, which is clear…",0
623,"RT @htrelitouxoriou: στο νομό
αν σας ακούγεται απίθανο να σας θυμίσω ότι η σφουγγαρίστρα της βέρμαχτ έκλεισε αρκετά νοσοκομεία ανάμεσά τους…",0
624,RT @Chai_DogMom: So apparently there’s like a weird Covid/flu/bronchitis/pneumonia thing going around and that’s EXACTLY how I explained it…,0
625,RT @Sean_khatibi: Chinese Gov is literally telling the world we are ending zero Covid policy! Gotta love Twitter $TSLA https://t.co/NVJD5uF…,1
626,RT @MariolaPR: Es momento perfecto para recordar estas ilustres palabras:“La influenza es de temporada y COVID es Bacteria.” https://t.co/0…,0
627,Happy COVID anniversary to all who celebrate 🎉 🦠 https://t.co/gYR59ulman,1
628,"@ridden_anxiety @LulaOficial Você toma vacina, pega COVID e a culpa e de quem não toma vacina  e que não tem COVID. O seu raciocínio é muito esquisito!",0
629,"RT @KazBowen: コロナ感染後一年後ぐらいになくなったLong covid（呼吸器症状あり）の剖検肺を詳細に調べた報告。結構衝撃的。1年経ってもコロナウイルスが肺の2型細胞で検出され、肺の組織もいわゆる肺線維症と似たような変化が見られると（分子レベルでも）
https…",0
630,"RT @fengyunshe: 研究表明：下一个COVID变种可能更致命
南非的研究人员表示，在检查了一名携带奥密克戎病毒半年的免疫功能低下的艾滋病毒患者后，该病毒仍有可能变得更加致命，这表明较温和的奥密克戎可能会出现一种新的更危险的变种。https://t.co/Kh8oKr…",0
631,"RT @SukunaBikona7: COVID-19感染での自宅療養や濃厚接触での待機期間を判定してくれるツール。
東京都が公開しているもので、現在の基準で期間を出してくれる。
https://t.co/mBhMDD6DDo
2/6 https://t.co/1cbtBYaj…",0
632,"RT @AreOhEssEyeEe: The covid vaccines don't work. 

That is all.",-1
633,RT @KoonsKarl: @RepMarkGreen @HouseGOP MAGA Rs protect tRump from justifiable accountability for his Covid malfeasance that killed a millio…,-1
634,"RT @rosenbusch_: Trudeau:

„Wenn Sie mit protestieren, weil Sie genug von Covid haben, dann brechen Sie das Gesetz.“

Auch Trudeau:

„Jedem…",0
635,"RT @how378_: Kita boleh bernafas lega dan berbangga krn Indonesia berdaulat vaksin covid.

Harapannya adalah kita tak lagi kekurangan dan b…",0
636,"A mi solo se me ocurre ponerme el refuerzo de covid posturno, iba a salir a 8 pm, buenos días a las 11:42 pm🫠✨",0
637,RT @susi815: I wonder how many shots Bill Clinton had before getting covid twice.,0
638,"RT @fengyunshe: 中共国的抗议运动蔓延全球
反对中国严厉的零COVID政策和限制自由的抗议活动已蔓延到全球至少十几个城市，外籍持不同政见者和学生在世界各地举行了小规模的守夜和抗议活动，包括伦敦、巴黎、东京和悉尼，以示对中国周末罕见的反抗的声援。https://t.…",0
639,"RT @taysrep89: this picture has to be studied at universities, why was miley dressed like we all dressed during covid whilst taylor was dre…",0
640,"RT @GTV26543476: 中国当局奉行的清零抗疫政策对经济的影响正在逐步显现出来，中国官方周三（11月30日）公布的数据显示，中国制造业和服务业在11月继续萎缩，创出今年四月份以来的新低，使本来就不被看好的经济前景更加暗淡。
https://t.co/ETLdKe3QUI",0
641,"@BillClinton &gt;I’ve tested positive for Covid.
&gt;I’m grateful to be vaccinated and boosted https://t.co/NkG8hbj4kj",1
642,"RT @hkfp: ‘We are not foreign forces’: HKU students stage small rally in support of mainland China Covid-19 protests 

https://t.co/h0wZ30A…",0
643,@ChantalRoomate Get well soon hun. In South Africa we've had the weirdest viruses going around that aren't covid nor RSV yet literally hammered us bad for 3 whole weeks. The sinus part was the worst! It lingers and causes post nasal then an annoying cough.. saline rinse frequently ❤️,-1
644,"RT @ElmanSeba32: Para mi hay dos teorías con respecto a a esta ""suba de casos"" de covid y las dos tienen que ver con curros 
Hay demasiadas…",0
645,"@AnthonyCurtrig1 @DesertCatfish7 @SaintofThrillas @StephenKing Find me a real site, not a conspiracy theory site and I’ll read it. VAERS is Miss used by extremists in order to twist stats. “Die from a car crash because someone else ran a red light but recently had a Covid vaccine? Covid caused it.” is exactly what happens.",-1
646,"RT @KCPatriot78: @ERICSORENSEN Men can have babies
(Liberal “science”)

1970’s- The next Ice age is coming
(Liberal “Science”)

1980’s- Glo…",0
647,17 NY-gov employees charged with $1.5 million in COVID aid fraud https://t.co/pZ64Zo4o4J,-1
