@JohnRenfro2016 Do you think it could be a 4th round of covid?,,en
"RT @kylenabecker: @BillClinton ""100% safe and effective"" #CovidMisinformation 
https://t.co/uVhXJBgrae https://t.co/kpdmUoJzdX",,en
"RT @BNOFeed: 3 years ago today: A man in Wuhan, China starts feeling ill and later becomes the first confirmed case of COVID-19. More than…",,en
"@NamelessGhoulTX @TommieStephsYO @elons_horse @TastyMorsel6 @chillmaxbro @VinceGottalotta @Synyster63 @Mentor2TheGods @Missy8008135 @AdorablePodcast @max____headroom @Cpt_Fantabulous @Blueresin1 @DigiMalice @UltraGlamma @tip_ct @kimmsue70 @MistressRedWasp @Caperloo5 @Trumpcrazytrain @Mickmazzo @MrPfistergash @DV652 @Trumpbangskids @WebGuyTV @AngryFleas @AcrytearsMag @LordButters22 @JonRFleming @CRogers1973 @Kelledin @AntWindmill @Sh9p @Trumpster20 @Polane23 @angry_mema @KleeOntheRight @MTStringer1 @bubblebeard61 @mtsand3 @TrumpLOST5 @IanB_67 @Flattielover @Manny_Street @EducatingTrump2 @TruByte @SueHend73444210 @JoeyBag59089602 @CDibroi ""Dig dealer""??

Are you seeing flashing lights? hearing ringing in your ears? I think you might be having a stroke.

Oh yeah! I'm gonna go with THEY ARE NOT THE EXACT SAME.
https://t.co/JkhODHJ7JA https://t.co/QVKICBjNzK",,en
"RT @Liz_Wheeler: Masks are useless.
The covid vaxx is dangerous.
(And ineffective.)
Mandates are evil.
Lockdowns are tyranny.
Fauci funded…",,en
"RT @brixwe: Thomas Renz: We have incentivized the murder of patients rather than incentivize treatment...When you get admitted for COVID, t…",,en
RT @PeterHotez: Why Long Covid could be 'the next public health disaster'. My comments and interview with ⁦@GregIacurci⁩ ⁦@CNBC⁩  https://t…,,en
"RT @PeterSweden7: 1. First they said the mRNA vaccine would stop you from getting covid at all.

2. Then they said it doesn't stop infectio…",,en
RT @EugeniaRolon_: La dictadura china forzó a una mujer a hacerse una prueba anal de COVID. Y estas son las atrocidades que quedan grabadas…,,es
RT @Bill_Weimer_: @BillClinton Bridge for sale! Is there anyone that actually believes that? I didn’t have a vaccine or any boosters and ha…,,en
@Mitch___Lowe @LaGataRosie @tbas7000 @fireashdustlife @kadamssl Your right. But maybe take a look at those long COVID statistics. Surviving is not returning to normal. One mild case over 2 years ago has permanently disabled me. And no I didn’t have any pre existing conditions. Most long COVID sufferers don’t.,,en
@MayhemMonza @DrRichiMD Fellow #PwME!! I wholeheartedly agree! I’m sure you also agree that all parents should be far more concerned than ~any are about their kids getting #ME/CFS (aka long COVID). I got it when I was 18yo (from mono—textbook case!). Can’t imagine having my childhood smothered by it. 😥,,en
Also my covid is gone I guess???? I feel normal now. Which does not mean pain free btw,,en
"RT @SenRonJohnson: Bottom line: the COVID-19 vaccine does not prevent infection or transmission.

So why does the Biden admin force our men…",,en
"RT @aykiricomtr: Çin'de kapanma uygulamaları her geçen gün kontrolden çıkıyor. Covid-19 olduğu tespit edilen bir şahıs, polisler tarafından…",,tr
"RT @BillClinton: I’ve tested positive for Covid. I’ve had mild symptoms, but I’m doing fine overall and keeping myself busy at home.
 
I’m…",,en
RT @CQueriez: Andrew Tate NAILS the COVID Scam in 90 Seconds! https://t.co/jEp9oLFZHT,,en
"RT @ChuckCallesto: BREAKING REPORT: Depositions Reveal Dr. Fauci COULDN'T NAME ANY STUDIES Showing Masks Work Against COVID-19...

MEDIA SI…",,en
"RT @GTV26543476: 在中共最高安全机构中央政法委强调要“打击敌对势力的渗透和破坏活动”，加紧整肃近日反封控抗议之际，美国驻中国大使伯恩斯星期三(11月30日)表示，美国坚信中国人民有和平抗议的权利，有自由表达观点的权利，有发出自己声音的权利。
https://t.…",,zh
"RT @thepatriotsasia: ""Bagaimana Wabak Meruntuhkan Institusi Keagamaan Eropah?""

Hari tu viral pasal ustazah yang claim siapa yang ambil uba…",,in
"@kylenabecker ""Suddenly"" we have new covid news...",,en
"RT @JackLombardi: Sure hope Joe Rogan is all over this... @joerogan

Expert Confirms: FDA Trying to Rewrite COVID History on Prohibiting Iv…",,en
"RT @Act4Freedom2021: Apparently the #antivaxxers were right.
#COVID19 #COVID #COVIDisAirborne #CovidIsntOver #CovidIsNotOver #COVIDIsTheGra…",,en
RT @CBS21NEWS: High inflation and gas prices throughout the year have also prompted multiple state legislatures to offer tax holidays and o…,,en
@etheriatic @Haus4277 @catturd2 More than likely your grandfather may have died due to old age combined with poor health like 98% of the Covid victims regardless of vax status.,,en
China’s top Covid-19 official Sun Chunlan signals new phase of controls https://t.co/QgmW89lnap,,en
"RT @ztisdale: Trudeau's had a year:

Stealing phone data.

Demonizing the unvaccinated.

Lying about COVID and vaccines.

Frozen bank accou…",,en
RT @EmmaRincon: 🚨🇨🇳 | La policía sanitaria de Xi Jinping está literalmente violando por el ano a una mujer en plena calle con una prueba co…,,es
RT @Jolene_II: @publicsenat @BTM85319276 @BernardJomier Mais vous étiez où pour les fragiles avant la Covid ? JAMAIS on ne vous a entendu!…,,fr
"RT @jeffsamsonow: Edmonton will suffer its 2000th Covid death this week. 2,000 people, and most died long after we knew what we had to do t…",,en
@AusCan531 @JohnnyReb1975 @DineshDSouza Do you get how spaced out Australia is.... You all socially distance before covid.. it's a empty huge island.... Technically none of you should have gotten COVID at all since it's a utopia...,,en
"RT @business: ""I’ve never seen so many police gathered in one spot in China.""

This is what it is like at Shanghai's extraordinary protests…",,en
"RT @SenRonJohnson: Bottom line: the COVID-19 vaccine does not prevent infection or transmission.

So why does the Biden admin force our men…",,en
@ProfessorFerg06 I'm surprised Covid dares to infect this person. Hasn't it heard of what happened to Epstein 😂,,en
"TAKE  YOUR  SHOT  AND  BOOSTERS ?  about 19% of COVID-19 deaths occurred among vaccinated people. Six months later, by February 2022, the proportion had increased to more than 40%.
https://t.co/UO8nyy2bYH",,en
Si es COVID . Me muero,,es
RT @adamcarolla: 94% of Covid deaths were people over  the age of 50. They knew this along time ago but they wanted to scare the moms,,en
RT @Vpauline006: Covid Australie 2022 : Un adolescent manque le HSC après une réaction jab de péricardite alors que le cardiologue émet un…,,fr
RT @adamcarolla: 94% of Covid deaths were people over  the age of 50. They knew this along time ago but they wanted to scare the moms,,en
"I’ve tested positive for Covid. I’ve had mild symptoms, but I’m doing fine overall and Jeffrey Epstein didn’t kill himself. https://t.co/QcmBr4PtVb",,en
RT @kylegriffin1: Twitter will no longer stop users from spreading disinformation about the COVID-19 virus or vaccines.,,en
"RT @JoJoFromJerz: He called for the execution of the Central Park Five, claimed our first Black President wasn’t born here, called Mexicans…",,en
"RT @BNOFeed: 3 years ago today: A man in Wuhan, China starts feeling ill and later becomes the first confirmed case of COVID-19. More than…",,en
"RT @Ciro_Imperato: Biagio #Passaro arrestato.
Chi era il suo amico e sponsor?
Manco a dirlo #salviniportasfiga
#salviniportaseccia #salvini…",,it
RT @CubicleApril: Breaking news: scientists are reporting a recent discovery that exposure to Starlink satellite transmissions is now the l…,,en
"RT @kimguilfoyle: President Trump imposed tariffs on China, withdrew from the pro-China WHO, and sanctioned communist officials.

Joe Biden…",,en
"@vivaluvegan Sorry to hear. Even after being vaccinated,mn&amp; boostered  I  tested + for Covid in July. Mine was mostly a bad headache. After I got over it, my taste &amp; smell went. I’m getting back slowly.
Please rest &amp; get well again. https://t.co/pS3L3mnmlq",,en
RT @LittleMsMurfet: Can someone stop Morrison taking credit for Australia's performance during the initial years of Covid. It was despite h…,,en
@GovMLG https://t.co/e1oQgqQGlz,,qme
"RT @lapublichealth: COVID-19 Daily Update:
November 30, 2022
New Cases: 4,353 (3,542,744 to date)
New Deaths: 10 (34,187 to date)
Current H…",,en
@SamAntar @MarkLevineNYC @AlexBerenson Cut him some slack. He’s still traumatized from all of the covid victims they buried in the parks.🙄🙄🙄 https://t.co/AneUQqtrmC,,en
China few mins back issues circular indicating soften stance of COVID Lockdowns https://t.co/FHLL0vp13g,,en
"RT @CollinRugg: If you ever feel dumb, just remember there are people who are bragging about how good the COVID vaccine is as they’re layin…",,en
@BillClinton How many boosters now? And you still got COVID. Keep pumping the narrative. Shameless.,,en
"RT @lilianaf523: CHINA. Violando todos sus derechos la policía comunista obliga a una mujer a hacerse una prueba COVID anal, todo por su sa…",,es
"@ray_rstyles599 @GeraldoRivera Foreign relationship was good?! Trump did not respect the others, sometimes hr treat them like shit!!
Trump was a disaster for the US, he was ridiculous!! Remember his comments about Covid, stupid like a little child!!!",,en
"@beshears_wesley @Confederate2014 @NSLpatriot Are you aware of this excellent video which exposes the ""C0VlD"" Iies in the 🇺🇸?
https://t.co/ykFpvoFtMP
Very relevant also for many other countries.
A must-watch!! 🔥🔥",,en
RT @CTVNews: Twitter ends enforcement of COVID misinformation policy https://t.co/VykcED8QOt https://t.co/0Lh4qDvcXk,,en
RT @ErikGroset: @HuXijin_GT And just like that Zero Covid policy is over.,,en
"@FoxNews 11/28/2022 Reuters: The wave of anger sweeping across cities in China over restrictive COVID curbs, while sparking protests against the CCP authorities in other places around the world. https://t.co/Ll7rvl2Zec",,en
RT @Mssarahmssarah: I still see zero media mentions of the fact that three children have died of covid in NYC in the last week and a half.…,,en
"RT @Tamama0306: 8月のコロナによる死亡者数はワクチン未接種者より接種者の方が多い

Kaiserによると、8月のコロナによる死亡者の58％はワクチンを接種していた人たちであった
専門家は、この発見にもかかわらず、コロナで死亡する可能性は接種していない場合の方が大…",,ja
"RT @catturd2: Imagine getting 5 vaccines in a year, catching COVID, then bragging about how great the vaccine is. 😂",,en
RT @N76247476Man: Why is Bill Clinton telling anyone he has Covid-19? The guy is a rapist and a child molester. I do not give a fuck about…,,en
"RT @hkfp: Timeline: Key dates in China’s ‘blank placard’ zero-Covid protests 

https://t.co/Hp4ASyvj42 https://t.co/GzE4NsNyFs",,en
@Nniicckk246 @i_pee_red @RonPaulblican2 @DiamondandSilk It doesn’t prevent COVID.,,en
"RT @Filippo60: Students protesting Xi Jinping harsh 0 covid  measures which have been destabilising, and created drastic problems in China’…",,en
Congress did zip when it came to COVID lockdowns as they killed small businesses. Yet they act on the railroad situation. Lol,,en
"RT @BNOFeed: 3 years ago today: A man in Wuhan, China starts feeling ill and later becomes the first confirmed case of COVID-19. More than…",,en
RT @RottenInDenmark: I find it very weird that the Smart Centrist Take on COVID is that America massively over-reacted when in reality we h…,,en
"RT @MizukiS: 【重要！】

５６７ワ●チ●接種後も生き残る可能性があります！

ぜひご覧下さい

半泣きで声を詰まらせながら話してくれてます
もらい泣きしてしまいました

薬局の方が必死に伝えてくれています

コロナが詐欺だと氣づいてない無防備な方に
ぜひこの動画を…",,ja
"RT @la_resistensia_: ⚠️Cada día que pasa España va a peor:
Más telebasura
Más ignorancia
Más cuñadismo
Más incultura
Más pobreza
Más desigu…",,es
"RT @CBSNews: DoorDash is eliminating about 1,250 corporate jobs, or about 6% of its workforce, saying it hired too many people when deliver…",,en
"RT @BNOFeed: 3 years ago today: A man in Wuhan, China starts feeling ill and later becomes the first confirmed case of COVID-19. More than…",,en
@elonmusk You say Twitter is purging scam accounts but you authorize accounts spreading fake news about COVID-19 ! You are a clown. You shouldn't have the right to rule a company although when you fire 75% of the employees of this company!,,en
"RT @matthewdmarsden: Hey people that didn’t take the covid 19 vaccination. 

How are we even still alive?",,en
"RT @Stephen_Geiger: Looks like the protests worked…

China is now lifting lockdowns due to Covid’s “weakening pathogenicity”.",,en
RT @DonLew87: Yale study finds excess deaths during the Covid-19 pandemic were impacted by political affiliation and that the partisan gap…,,en
RT @Jima_Sofia: Vamos a fingir demencia frente a esta nueva ola de Covid no? estamos todos de acuerdo?,,es
https://t.co/ulghd04LRg,,zxx
"RT @catturd2: Imagine getting 5 vaccines in a year, catching COVID, then bragging about how great the vaccine is. 😂",,en
RT @keilahbeeherrin: @IamBrookJackson Brook... I live in the Beaumont area and I am in Healthcare. I have proof that one of the Beaumont ho…,,en
"Kasus Covid-19 sedang meningkat. Mari kita lindungi diri sendiri dan keluarga, salah satunya dengan vaksin booster.

#PresidenVaksinBUMN
#VaksinBuatanIndonesia",,in
@BillClinton Oh please.  You all say the same shit. I'm not vaxed.   I had covid once in 2020.  One and done.  I love my natural immune system.,,en
RT @DonLew87: Yale study finds excess deaths during the Covid-19 pandemic were impacted by political affiliation and that the partisan gap…,,en
"#Country #Music #Radio #internet
Country Radio  LIVE 12 Noon Every Day Irish Time  Dublin City 
https://t.co/zNsTBGk1nG {.Artist} Rachel Goode - Tennessee Waltz https://t.co/uftGySHP9T",,en
RT @NEWSMAX: Videos of COVID-19 protests in China continue to surface on Chinese sites despite the country's strict internet censorship. Ch…,,en
RT @jordanbpeterson: The Chinese can protest COVID authoritarianism but supporters of Canadian truckers need to have their bank accounts fr…,,en
"RT @SukunaBikona7: 自分自身や家族がCOVID-19で自宅療養しているときに、もし症状が悪化するようだったら下記の東京都の目安が救急要請の判断の参考になる。

https://t.co/Ae4Z93JP6V
5/6 https://t.co/av9jrsef7B",,ja
"@MarshaBlackburn You know, I really shouldn't be doing this, but, Senator, you folks really need to be reading about this stuff.
https://t.co/gIMV238pzE",,en
"RT @MattH_4America: Anthony Fauci, who was in charge of our covid response, supports what China is doing to its people. If you had even the…",,en
Especially cause last year my little family caught COVID and my daughter was only 2 months old and my oldest has asthma. I am not risking my kids health,,en
"RT @SenTedCruz: Joe Biden firing thousands of brave service men and women for refusing the COVID vaccine is wrong.
 
It should be your choi…",,en
RT @rightarmleftist: Covid expert Ravish Kumar https://t.co/8btuRvc0cX,,en
"RT @Liz_Wheeler: This is OUTSTANDING. Now that Twitter stopped censoring the truth about COVID, watch thisssss

 https://t.co/2ZWlRUS4fc",,en
"RT @Golden_Pup: Ontario is getting close to #COVIDZero.

We're getting there without mask mandates, school closures or vaccine passports. I…",,en
"RT @lovelyropes: Wieviel Covid-19 werden wir brauchen, bis in der Breite realisiert ist, dass es bereits zuviel war?",,de
"RT @atensnut: Bill Clinton has Covid. 

Apparently he can catch everything except a guilty conscience.",,en
I swear since I had Covid I can’t write anymore. I can read just fine but trying to write an email takes longer than it should.,,en
FDA Lightens Promotional Restrictions for Certain COVID-19 Drugs with Emergency Use Authorization https://t.co/Hk6rTnppwa,,en
"RT @BNOFeed: 3 years ago today: A man in Wuhan, China starts feeling ill and later becomes the first confirmed case of COVID-19. More than…",,en
"RT @BNOFeed: 3 years ago today: A man in Wuhan, China starts feeling ill and later becomes the first confirmed case of COVID-19. More than…",,en
@huntresstruffle @1goodtern A dead person can't get Long-Covid,,en
"RT @renatajbarreto: Quando virem as atrocidades cometidas na China em nome da política de Covid Zero, lembrem-se disso aqui. https://t.co/d…",,pt
"RT @aintscarylarry: Since twitter is no longer enforcing rules against COVID misinformation, I can now say, without fear of any repercussio…",,en
"RT @MarkChangizi: The spectacular failure of academia during Covid. 

Moment 323 https://t.co/hFc39GgXO8",,en
"RT @FotsTe: El Covid 19 fue un timo para vacunar a la gente, el propósito de la elite globalista disminuir la sociedad!",,es
RT @shannonsinsc: Mike Pence is just as responsible for all the Covid Deaths as Trump.,,en
"RT @JoJoFromJerz: He called for the execution of the Central Park Five, claimed our first Black President wasn’t born here, called Mexicans…",,en
"RT @slayer_agolf: Breaking!

It is now OK to lie and mislead people about Covid-19 on Twitter even if it results in injury or death!

Thank…",,en
RT @DonLew87: Yale study finds excess deaths during the Covid-19 pandemic were impacted by political affiliation and that the partisan gap…,,en
"RT @kimguilfoyle: President Trump imposed tariffs on China, withdrew from the pro-China WHO, and sanctioned communist officials.

Joe Biden…",,en
RT @ryan613tucker: My Immunocompromised sister just tested positive for COVID. I hate everything right now. #CovidIsntOver,,en
"@RaySuarezNews @cenkuygur @RonDeSantisFL Trump wont clear the field.... Everyone will expose him in the Republican debates and how he mismanaged Covid, J6, and Stolen election.",,en
"RT @Osmanunsal58: 1️⃣-Çin'de Covid kapanmaları adı altında oynanan tiyatronun asıl sebebi,

➖Üretimi durdurup, küresel talebi arttırmak. Ül…",,tr
"RT @glenderyldrm: Covid döneminde milyonlarca kişiyi biz aşıladık dediniz, hakkınız ödenmez dediniz, meslek itibarımızın iadesini istiyoruz…",,tr
"RT @laderechadiario: 🇺🇸🇨🇳 | El gobernador de Florida, Ron DeSantis, habló de las violaciones a los derechos humanos en China por la polític…",,es
"My wife just heard from our pediatrician (as part of a flu shot reminder) that the Bay Area is out of pediatric hospital beds; they are diverting to other regions.

#tripledemic RSV/Flu/COVID and too few folks taking any of them seriously.

Going to be a heck of a winter.",,en
"RT @DrEliDavid: Covid vaccine effectiveness countdown 🤣🤡

🔊 Sound On

https://t.co/q773EKxikl",,en
RT @hrkbenowen: Bill Clinton tested positive for covid.,,en
"RT @LeslieHawkGirl: @GovStitt Listen Jethro, Oklahoma ranks #3 in Covid deaths per capita (look it up). You probably ought to sit this one…",,en
"RT @matthewdmarsden: Hey people that didn’t take the covid 19 vaccination. 

How are we even still alive?",,en
RT @TomiLahren: Fun fact: VACCINATED Americans now account for the majority of COVID deaths,,en
"RT @CNN: Video obtained by CNN shows violence in China at Foxconn, the world's largest iPhone factory. Workers are protesting unfair treatm…",,en
"Para ficar imune à covid precisa passar por um castigo do monstro 😭😭😭😭😭😭😭😭meudeus, me dê forças🤧",,pt
@DisabledDoctor I doubt it’s a communication thing or rather possibly accidentally revealing her thoughts similar to when she said it was good news mostly disabled ppl were dying of COVID.,,en
"RT @enhababes: “I miss 3rd gen groups, award shows, and interactions so much.” A huge amount of 4th gens groups are Covid groups and this i…",,en
"RT @SenRonJohnson: Bottom line: the COVID-19 vaccine does not prevent infection or transmission.

So why does the Biden admin force our men…",,en
RT @manopsi: ช่วงต้นเดือน มีข้อสังเกตจากการพบ COVID variant ใหม่ในกลุ่ม BM.2 พบการกลายพันธุ์เพิ่มกว่า 40 ตำแหน่ง สิ่งที่น่าสนใจคือจำนวน bas…,,th
RT @Sara_fromArda: Appena parlato con conoscente che fa la OS in una rsa. Cominciano a capire. Un loro collega di 43 anni sano è stato trov…,,it
"RT @SukunaBikona7: COVID-19自宅療養/自宅待機にあたって役立ちそうなものをまとめておく。
1/6",,ja
"RT @AgustinLaje: China mantiene a su población esclavizada con el cuento del COVID-19 y las violaciones a los DDHH se intensifican.
Mientra…",,es
"RT @BillClinton: I’ve tested positive for Covid. I’ve had mild symptoms, but I’m doing fine overall and keeping myself busy at home.
 
I’m…",,en
RT @OccupyDemocrats: BREAKING: The European Union drops the hammer on Elon Musk and warns him that Twitter will be banned unless it starts…,,en
"RT @CKellyUAP: OUR HOSPITALS ARE FULL OF THE QUADRUPLE VACCINATED 💉💉💉💉

The ABC will never report this.

The  NSW govt’s own data shows tha…",,en
"RT @trust_lygia: @BonomiAllegra Babbo, 85 anni, da 30 anni con 3 bypass e pacemaker, a Natale scorso aveva fame d'aria (dispnea, normale ne…",,it
"RT @JoJoFromJerz: He called for the execution of the Central Park Five, claimed our first Black President wasn’t born here, called Mexicans…",,en
"@KTVU Honestly, by this time we all can spot false Covid information. We know the signs and symptoms. We know how to test and follow recommendations. We also know the vaccine doesn’t stop the spread, or stop infection, and depending on the patient probably doesn’t lessen the effects.",,en
"RT @Winston13920: @BonomiAllegra Due nonne della classe di mio figlio,entrate per tutt’altro,entrambe magicamente positive!
Mia zia provinc…",,it
RT @OccupyDemocrats: If you love that the European Union just dropped the hammer on Elon Musk by warning him that Twitter will be banned un…,,en
"RT @BNOFeed: 3 years ago today: A man in Wuhan, China starts feeling ill and later becomes the first confirmed case of COVID-19. More than…",,en
@GovMLG You can't stop Long Covid without stopping transmission. Vaccines do not do this. We are at a crossroads. 24M at least in USA have Long Covid including children. This is terrifying. https://t.co/MV0vmd3OE3,,en
14 ppl had viral fever. still there is a playing XI.. and no news on covid test either. https://t.co/mvNgO8ALgC,,en
"RT @AFP: China signals possible relaxing of strict zero-tolerance Covid policy, after nationwide protests calling for an end to lockdowns a…",,en
@GranfalloonX @IanJaegerNPC What’s your fav ingredient in the Covid vax and what is the most compelling endpoint? I’ll wait,,en
"RT @scrowder: Now that Twitter stopped enforcing its COVID ""misinformation"" policies, I can finally tell you that the vaccine doesn't work,…",,en
"RT @AgustinLaje: China mantiene a su población esclavizada con el cuento del COVID-19 y las violaciones a los DDHH se intensifican.
Mientra…",,es
"RT @johnrackham82: 45 out of 50 governors did NOT force COVID-19 patients into nursing homes. 

These five Soros controlled demons did, and…",,en
RT @JitendraManoha6: @RajeshS50119232 @RajivSi45818862 @Hisamud47588796 @55659754Bhaskar @hisamuddink51 @Ahimsa1616 @Smile3560 @Shakeelsaye…,,hi
"RT @SukunaBikona7: 子供がCOVID-19感染して自宅療養となったときの注意点は成育医療センターのまとめがわかりやすい
https://t.co/4KJFSj142u
4/6 https://t.co/7HZYaMOejM",,ja
RT @littlewhitty: Elon reporting that hate speech is at an all time low shortly after getting rid of the resources needed to identify hate…,,en
RT @ellymelly: I am unvaccinated. I had covid once for about 4 hours. Was a very slight headache and sore neck I would not normally have no…,,en
"RT @Stefani51219113: @BonomiAllegra Mio suocero preso covid un mese fa in ospedale,rimasto sempre asintomatico,per qualche oscuro motivo an…",,it
RT @EndDayz444: What if the Covid Jab is not the only Jab that had mass die offs and side effects 🥸 https://t.co/tpPUZBZdun,,en
Not exactly news to some of us 😏 https://t.co/Ref7m8lVb8,,en
Why China Is Still Stuck in a Zero-Covid Nightmare - WIRED https://t.co/WER2KNyHkj,,en
"RT @Liz_Wheeler: Masks are useless.
The covid vaxx is dangerous.
(And ineffective.)
Mandates are evil.
Lockdowns are tyranny.
Fauci funded…",,en
RT @ianmSC: It’s been incredible to witness the seamless transition from experts claiming you could roll up a T-shirt and put it on your fa…,,en
RT @jakeshieldsajj: @CDCDirector What about the millions you sacrificed with the Covid vaccine?,,en
"@XRP_Theef @WatcherGuru We tax the ultra wealthy fairly like the system is supposed to be. And he does infect have that authority. Last I checked were still under a “national emergency” with covid. Like it or not, the president wields additional authority during times of national emergency.",,en
"RT @DrEliDavid: Covid vaccine effectiveness countdown 🤣🤡

🔊 Sound On

https://t.co/q773EKxikl",,en
"@Tammy58332086 They want to save the planet, but cause traffic and more pollution. Brain cells were killed with the COVID vaccine. It may be the case.",,en
"RT @Kees71234: Schrijnende beelden uit China hoe de politie hardhandig de Covid-waanzin handhaaft tegen antiregerings demonstranten. 

Oh w…",,nl
RT @adamcarolla: 94% of Covid deaths were people over  the age of 50. They knew this along time ago but they wanted to scare the moms,,en
que tan horrible (del 1 al 10) es que te metan un hisopo x la nariz a ver si tienes covid??? hoy m harán eso x primera vez y estoy súper nervioso,,es
Protect yourself. Covid is not the flu! #CovidIsNotOver https://t.co/X5r5tzS2Vq,,en
"RT @BlackyDaa: Came on China 🔥
Covid bore adichuttu.. we r ready for zombies 🌝",,en
"RT @Mike24632892: @PatrioticPizzas @SecBecerra It is the Death cult. Gates and Klaus Schwab are both members of the World Economic Forum, w…",,en
"RT @RepThomasMassie: You should have resigned a year ago over the misleading and false COVID vaccine claims you made, but the indefensible…",,en
"RT @SukunaBikona7: COVID-19自宅療養/自宅待機にあたって役立ちそうなものをまとめておく。
1/6",,ja
"RT @Stephen_Geiger: Looks like the protests worked…

China is now lifting lockdowns due to Covid’s “weakening pathogenicity”.",,en
RT @ellymelly: I am unvaccinated. I had covid once for about 4 hours. Was a very slight headache and sore neck I would not normally have no…,,en
"RT @JaneVoter2018: @Sky_Lee_1 @RodneyClaeys @tedcruz .@POTUS wanted everyone to get vaccinated, including conservatives because he does not…",,en
"RT @SukunaBikona7: 東京都の自宅療養者向けハンドブック
大人がCOVID-19で自宅療養するときの注意点がまとまっている
https://t.co/Cdb3BD9Pcd
3/6 https://t.co/TsC1dReH37",,ja
"RT @scrowder: Now that Twitter stopped enforcing its COVID ""misinformation"" policies, I can finally tell you that the vaccine doesn't work,…",,en
"RT @NBSaphierMD: The CDC is the biggest contributor to the ⬇️ childhood vax (Measles, Polio) rates. Had they not jeopardized their credibil…",,en
"RT @BillClinton: I’ve tested positive for Covid. I’ve had mild symptoms, but I’m doing fine overall and keeping myself busy at home.
 
I’m…",,en
"RT @SenTedCruz: Joe Biden firing thousands of brave service men and women for refusing the COVID vaccine is wrong.
 
It should be your choi…",,en
Sharing lessons learned in caring for older people in residential aged care during COVID @wnswlhd @AHCF10 @NSWHealth @nswaci @NSWCEC @NswHeti https://t.co/agBFUz7XAT,,en
"RT @catturd2: Imagine getting 5 vaccines in a year, catching COVID, then bragging about how great the vaccine is. 😂",,en
"RT @YJTripathi: @VMBJP @BJP4Andhra @narendramodi No one train from Narsapur To Visakhapatnam from covid times onwards, run one dedicated tr…",,en
@hodgetwins Yup the criminals are wearing masks to prevent the transmission of Covid. So thoughtful of them.,,en
RT @jimmyfailla: Saying you got covid but you're glad you've been vaxxed is like saying you got pregnant but you're glad you wore a condom.,,en
"Illinois reported  5,724 new COVID cases and 16 new deaths Wednesday. Multiple Chicago area counites have been raised to a ""medium"" risk level.  https://t.co/hjI365Dvqu",,en
RT @JuezLopezMDP: Argentina: fallo judicial suspende inoculaciones contra el Covid en menores por falta de información sobre efectos advers…,,es
"RT @mtgreenee: So many people still wearing masks.

I just want to ask you.

If a pair of underwear, really thick ones, high quality cotton…",,en
"RT @HaveWeAllGoneM1: I find myself more &amp; more curious about this👇🏼

Trudeau's government has adopted dozens of secret cabinet orders since…",,en
"RT @BillClinton: I’ve tested positive for Covid. I’ve had mild symptoms, but I’m doing fine overall and keeping myself busy at home.
 
I’m…",,en
"RT @AFP: China signals possible relaxing of strict zero-tolerance Covid policy, after nationwide protests calling for an end to lockdowns a…",,en
"RT @BNOFeed: 3 years ago today: A man in Wuhan, China starts feeling ill and later becomes the first confirmed case of COVID-19. More than…",,en
"RT @DrEliDavid: Covid vaccine effectiveness countdown 🤣🤡

🔊 Sound On

https://t.co/q773EKxikl",,en
"RT @ZeppLaRouche: Senator Richard Black on Covid, Ukraine, China and more. Declaring Independence
https://t.co/SQVvJLkcdd https://t.co/EGzA…",,en
"RT @Akshu_gg: #zombievirus 

People : Finally covid virus is over

*Le Russian scientists: https://t.co/SKubna2zpT",,en
"@intanorii Juli 2021 ibu meninggal lalu 9 hari kemudian ayah jga nyusul meninggal, kita kena covid dan 1 bulan ga keluar rmah. Bulan september kami kedatngan polis alasan ngga ada izin edar dan bayar 75 juta di tahan dr pagi smpe mlem. Wktu itu bner2 rasanya lelah di hantui trauma mendalam",,in
"@MarkLevineNYC @AlexBerenson It’s like you don’t think we can see and read the information ourselves on the total fraud the COVID vax, and by default you, have been these last two years. This must be very hard for your authoritarian impulses.",,en
"RT @ChuckCallesto: BREAKING REPORT: Depositions Reveal Dr. Fauci COULDN'T NAME ANY STUDIES Showing Masks Work Against COVID-19...

MEDIA SI…",,en
"RT @SaindodaBolha: Eles diziam 100% seguras. Eles diziam, se você tomar não vai transmitir. Doria disse que não morreriam.

Veja esse depoi…",,pt
"RT @RoyalBeauty_th: เนื่องจากน้องณฐพบเชื้อ COVID-19 ทางแอดจึงขออนุญาตเลื่อนกิจกรรมที่จะจัดขึ้นในวันที่ 1 ธันวาคม 2565 ออกไปก่อนนะคะ 

หากน้…",,th
https://t.co/DD7rSTIvVf,,zxx
"RT @CoronavirusArgg: ‼️ DIFUNDIR
💉 Los vacunatorios de PBA, mayormente fueron reubicados. Fue actualizada la página de la provincia.

https…",,es
RT @vgclements1: Confidential Pfizer Documents &amp; New Study Confirm COVID ‘Vaccine Shedding’ Has Been Occurring with Shocking &amp; Dangerous Co…,,en
RT @VOAChinese: 美驻华大使表态：支持中国人民和平抗议自由表达的权利    https://t.co/c66FtGgD9r,,zh
"RT @ChuckCallesto: BREAKING REPORT: Depositions Reveal Dr. Fauci COULDN'T NAME ANY STUDIES Showing Masks Work Against COVID-19...

MEDIA SI…",,en
"RT @BNOFeed: 3 years ago today: A man in Wuhan, China starts feeling ill and later becomes the first confirmed case of COVID-19. More than…",,en
